ID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
200,Honda CR-V RVi MT,Jaipur,2007,119000,Petrol,Manual,Third,13.1 kmpl,1997 CC,141.1 bhp,5,3.91
201,BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,18.48 kmpl,1995 CC,,5,28
202,Hyundai Creta 1.6 SX Plus Diesel,Hyderabad,2016,41713,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,12.5
203,Chevrolet Cruze LTZ,Bangalore,2013,62000,Diesel,Manual,Second,18.3 kmpl,1991 CC,147.9 bhp,5,6.75
204,BMW X1 sDrive 20d Exclusive,Pune,2014,54385,Diesel,Automatic,Second,15.06 kmpl,1995 CC,177 bhp,5,17
205,Skoda Rapid 1.6 TDI Ambition,Hyderabad,2012,180000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5,3.65
206,Toyota Platinum Etios 1.4 GXD,Hyderabad,2015,150000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.05 bhp,5,6
207,Mitsubishi Pajero 2.8 SFX BSIII Dual Tone,,2013,48272,Diesel,Manual,First,10.5 kmpl,2835 CC,116.9 bhp,6,11.82
208,Maruti Ritz VDi,Pune,2012,23598,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,3.52
209,Maruti Alto LXi,Coimbatore,2010,48105,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,3.1
210,BMW 3 Series 320d Luxury Line,Hyderabad,2013,30000,Diesel,Automatic,First,18.88 kmpl,1995 CC,,5,22
211,BMW 3 Series 320i Sedan,Coimbatore,2010,48394,Petrol,Automatic,First,12.05 kmpl,1995 CC,154 bhp,5,10.49
212,Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,,Petrol,Automatic,First,16.9 kmpl,1197 CC,82 bhp,5,5.8
213,Honda City i VTEC SV,Kolkata,2015,480000,,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,5
214,Hyundai Creta 1.6 CRDi SX,Coimbatore,2019,54321,Diesel,Manual,First,19.67 kmpl,1582 CC,,5,13.54
215,Honda City 1.5 S MT,Pune,2014,43772,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,6.35
216,Hyundai i10 Era,Coimbatore,2013,65807,,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,3.39
217,Chevrolet Spark 1.0 LT,Chennai,2008,62000,Petrol,Manual,Third,18.0 kmpl,995 CC,62 bhp,5,1.1
218,Tata Indica V2 DLS,Chennai,2008,77650,Diesel,Manual,First,17.2 kmpl,1396 CC,53.5 bhp,5,1.15
219,Maruti Ertiga Paseo VDI,Delhi,2016,67000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.7 bhp,7,6.75
220,Chevrolet Beat LS,Delhi,2011,76155,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5,1.95
221,Mahindra XUV500 W8 2WD,Kochi,2013,,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,7.31
222,Ford Figo Aspire 1.5 TDCi Ambiente,Hyderabad,2016,100000,Diesel,Manual,First,25.83 kmpl,0CC,99 bhp,5,5.1
223,BMW X1 sDrive 20d xLine,Coimbatore,2015,,Diesel,Automatic,Second,20.68 kmpl,1995 CC,190 bhp,5,22.24
224,Maruti Ritz VDi,Pune,2013,,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,4.35
225,Volkswagen Vento IPL II Petrol Trendline,Pune,2011,66000,Petrol,Manual,First,15.8 kmpl,1598 CC,105 bhp,5,2.75
226,Datsun GO Plus A,Pune,2016,35000,Petrol,Manual,First,20.62 kmpl,1198 CC,67 bhp,7,3.1
227,Honda City 1.5 S MT,Delhi,2011,68000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3.6
228,Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,32545,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,48.76
229,Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,,2.75
230,Nissan Terrano XL 110 PS,Mumbai,2015,54000,Diesel,Manual,Second,19.01 kmpl,1461 CC,,5,5.75
231,Jaguar XF 2.2 Litre Executive,Delhi,2016,10000,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5,44
232,Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,2016,39753,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5,35.28
233,Mahindra Scorpio S6 7 Seater,Kochi,2018,37804,Diesel,Manual,First,15.4 kmpl,0CC,120 bhp,7,12.4
234,Maruti Swift Dzire ZXi,Mumbai,2009,60000,Petrol,Manual,First,17.5 kmpl,0CC,85.8 bhp,5,2.45
235,Hyundai Xcent 1.2 Kappa S,Mumbai,2014,7400,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,,4.35
236,BMW 3 Series 320d Highline,Mumbai,2009,61500,Diesel,Automatic,Second,16.07 kmpl,1995 CC,,5,8.5
237,Hyundai i10 Sportz 1.2,Pune,2010,72400,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,2.3
238,Mahindra Bolero SLE BSIII,Pune,2007,92000,Diesel,Manual,First,13.6 kmpl,2523 CC,63 bhp,7,2.7
239,Hyundai Grand i10 CRDi Magna,Kochi,2016,52625,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,4.58
240,Honda Brio S MT,Kolkata,2014,35000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,2.85
241,Maruti Baleno Delta 1.3,Delhi,2017,33000,Diesel,Manual,First,27.39 kmpl,0CC,74 bhp,5,6.96
242,Hyundai Verna 1.6 SX VTVT AT,Mumbai,2014,48656,Petrol,Automatic,,15.74 kmpl,1591 CC,121.3 bhp,5,5.5
243,BMW 3 Series 2005-2011 325i Sedan,Bangalore,2009,70521,Petrol,Automatic,Second,10.9 kmpl,0CC,215 bhp,5,10.3
244,Nissan Terrano XV D Pre,Kochi,2015,56066,Diesel,Manual,First,19.64 kmpl,1461 CC,108.5 bhp,5,6.92
245,Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,128000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8,4.25
246,BMW X1 xDrive 20d M Sport,Kolkata,2017,27001,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5,29
247,Hyundai Creta 1.6 SX,Coimbatore,2018,17665,,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5,11.78
248,Chevrolet Spark 1.0 LT,Kochi,,50619,Petrol,Manual,First,18.0 kmpl,995 CC,62 bhp,5,2
249,Maruti Ertiga VDI,Pune,2016,130000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,7
250,Honda Accord 2.4 Inspire M/T,Mumbai,2012,,Petrol,Manual,First,9.8 kmpl,2354 CC,180 bhp,5,6.25
251,Maruti Swift VDI,Kolkata,2012,82000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5,2.5
252,Ford EcoSport 1.5 Petrol Titanium,Pune,2018,,Petrol,Manual,First,17.0 kmpl,1497 CC,121.36 bhp,5,9.2
253,Mahindra Xylo D4 BSIV,Jaipur,2012,55000,Diesel,Manual,Second,14.0 kmpl,2498 CC,112 bhp,8,2.9
254,Maruti Zen Estilo 1.1 VXI BSIII,Ahmedabad,2007,75180,Petrol,Manual,First,18.2 kmpl,1061 CC,,5,1.65
255,Hyundai i20 1.2 Asta Option,Coimbatore,2017,26185,Petrol,Manual,First,18.6 kmpl,1197 CC,,5,7.98
256,Maruti Alto K10 VXI,Jaipur,2016,,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,3.2
257,Maruti Swift Dzire VDI,Kolkata,2015,43000,Diesel,Manual,,26.59 kmpl,1248 CC,74 bhp,5,5.5
258,Ford Endeavour XLT TDCi 4X2,Jaipur,,205000,Diesel,Manual,Second,13.1 kmpl,2499 CC,141 bhp,7,3.9
259,BMW 5 Series 2003-2012 520d,Mumbai,2013,,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5,19.5
260,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Coimbatore,2011,87073,Petrol,Automatic,First,10.93 kmpl,2497 CC,204 bhp,5,17.23
261,Volkswagen Tiguan 2.0 TDI Highline,Jaipur,2017,50510,Diesel,Automatic,First,17.06 kmpl,1968 CC,141 bhp,5,24.9
262,Maruti Alto 800 2016-2019 LXI,Bangalore,2014,73000,Petrol,Manual,Second,24.7 kmpl,796 CC,47.3 bhp,5,2.75
263,Honda City i VTEC VX Option,Kolkata,2014,37000,Petrol,Manual,First,17.4 kmpl,0CC,117.3 bhp,5,6.45
264,Maruti Wagon R LX BSIII,Pune,2007,,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5,1.24
265,Hyundai Grand i10 CRDi Sportz,Kolkata,2014,,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,3.75
266,Maruti Ritz VDi,Kolkata,2011,35888,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,1.89
267,Hyundai i20 Sportz Option 1.2,Kochi,2019,12800,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,7.67
268,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,36797,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,39.47
269,Honda Civic 2006-2010 1.8 S MT,Pune,2006,125000,Petrol,Manual,Second,13.5 kmpl,0CC,130 bhp,5,2.3
270,Ford Figo Diesel EXI,Jaipur,2012,,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,2.51
271,Maruti Vitara Brezza ZDi Plus,Ahmedabad,2017,80000,Diesel,Manual,First,24.3 kmpl,0CC,88.5 bhp,5,8
272,Hyundai i20 1.4 CRDi Sportz,Hyderabad,2015,68525,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,7
273,Volkswagen Polo 1.2 MPI Trendline,Delhi,2016,27000,Petrol,Manual,First,18.78 kmpl,0CC,74 bhp,5,4.5
274,Mahindra Scorpio 2.6 SLX CRDe,Hyderabad,2006,92000,Diesel,Manual,First,10.5 kmpl,2179 CC,120 bhp,8,3.45
275,Maruti Swift Ldi BSIII,Chennai,2007,140000,Diesel,Manual,Second,17.8 kmpl,1248 CC,,5,2
276,Mahindra Scorpio SLE BSIV,Delhi,2011,85000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,5.25
277,Hyundai EON D Lite Plus,Coimbatore,2015,31412,,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,3.42
278,Tata Safari Storme 2012-2015 LX,Kochi,2015,40611,Diesel,Manual,First,14.0 kmpl,2179 CC,138.1 bhp,7,8.15
279,Maruti Dzire VDI,Mumbai,2012,,Diesel,Manual,Second,28.4 kmpl,1248 CC,73.75 bhp,5,4.25
280,Mercedes-Benz E-Class 200 Kompressor Elegance,Mumbai,2004,,Petrol,Automatic,Second,10.5 kmpl,1796 CC,157.7 bhp,5,5.5
281,Hyundai i20 1.4 CRDi Sportz,Pune,2012,90000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,4.11
282,Audi A6 2.0 TDI Design Edition,Kolkata,2012,27090,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5,16.5
283,Honda City i DTec E,Coimbatore,2016,24337,Diesel,Manual,First,26.0 kmpl,1498 CC,,5,8.18
284,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Delhi,2013,,Diesel,Automatic,Second,15.73 kmpl,1968 CC,174.33 bhp,5,14.5
285,BMW X3 xDrive20d xLine,Kochi,2017,36935,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5,32.64
286,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,20.26
287,Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2018,8000,Petrol,Automatic,First,17.0 kmpl,0CC,121.3 bhp,5,12.85
288,Honda Brio 1.2 VX MT,Delhi,2013,33746,Petrol,Manual,First,18.5 kmpl,0CC,86.8 bhp,5,3.2
289,Honda Brio S MT,Kochi,2016,38735,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,4.92
290,Maruti Ciaz VDi Plus SHVS,Kolkata,2015,,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,5.5
291,Honda City i VTEC SV,Mumbai,2014,57004,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,5.35
292,Volkswagen Vento 1.5 TDI Highline AT,Pune,,19000,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5,10
293,Hyundai Xcent 1.2 CRDi E Plus,Mumbai,2017,69000,Diesel,Manual,First,25.4 kmpl,0CC,73.97 bhp,5,3.55
294,Toyota Corolla H4,Jaipur,2004,160000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,5,1.5
295,Ford Fiesta 1.4 Duratorq ZXI,Pune,2012,78000,,Manual,First,17.8 kmpl,1399 CC,68 bhp,5,2.8
296,Ford Figo Diesel ZXI,Hyderabad,,51000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,3.2
297,Hyundai Xcent 1.2 Kappa SX,Kolkata,2016,32000,Petrol,Manual,First,19.1 kmpl,1197 CC,,5,3.6
298,Maruti Swift VDI BSIV,Bangalore,2013,23000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,5.6
299,Volkswagen Passat 1.8 TSI MT,Mumbai,2010,60000,Petrol,Manual,Third,14.3 kmpl,1798 CC,,5,3.5
300,Maruti Wagon R VXI,,2010,19119,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,2.7
301,Honda City V AT,Mumbai,2015,32000,,Automatic,First,15.6 kmpl,1497 CC,116.3 bhp,5,8.5
302,Maruti Swift Dzire ZXi,Coimbatore,,59254,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5,5.29
303,Maruti Alto LXi BSII,Mumbai,2008,54000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,1.1
304,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,21.56
305,Maruti Wagon R LXI LPG BSIV,Hyderabad,2012,72000,LPG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5,2.85
306,Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.1 kmpl,1493 CC,,5,1.8
307,Ford Ecosport 1.5 DV5 MT Trend,Hyderabad,2014,55000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,6
308,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mumbai,2011,36000,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5,10.15
309,Maruti A-Star AT VXI,Hyderabad,2013,56500,Petrol,Automatic,First,16.98 kmpl,998 CC,66.1 bhp,5,3.45
310,Honda Amaze VX i-Vtech,Chennai,2014,48000,Petrol,Manual,,18.0 kmpl,1198 CC,86.7 bhp,5,4.75
311,Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,Diesel,Manual,First,24.0 kmpl,1120 CC,,5,5.7
312,Renault Duster 110PS Diesel RxZ,Bangalore,2013,45348,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.45 bhp,5,6.85
313,Tata Indica Vista Aqua 1.3 Quadrajet,Jaipur,2009,117000,Diesel,Manual,First,,1248 CC,75 bhp,5,1.1
314,BMW 3 Series 318i Sedan,Pune,2012,39000,Petrol,Automatic,Second,12.05 kmpl,1995 CC,154 bhp,5,15
315,Maruti Wagon R VXI AMT,Coimbatore,2017,37832,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5,5.23
316,Toyota Innova Crysta 2.8 ZX AT,Delhi,2016,42000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,19.6
317,Datsun redi-GO T Option,Coimbatore,2017,27509,Petrol,Manual,First,22.7 kmpl,799 CC,53.64 bhp,5,3.31
318,Maruti Alto K10 2010-2014 VXI,Chennai,2011,91211,,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,2.1
319,Toyota Fortuner 3.0 Diesel,Mumbai,,92000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,8.9
320,Hyundai i20 1.4 Asta CRDi with AVN,Hyderabad,2016,77076,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,6.75
321,Chevrolet Enjoy Petrol LS 7 Seater,Mumbai,2014,18000,Petrol,Manual,First,13.7 kmpl,1399 CC,98.82 bhp,7,3.35
322,Maruti Swift VDI,Kochi,,34613,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,6.24
323,BMW 3 Series 320d Luxury Line,Bangalore,2014,47000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,25.5
324,Maruti Swift 1.3 VXi,Jaipur,2006,125000,Petrol,Manual,Fourth & Above,16.1 kmpl,0CC,,,2.35
325,Ford EcoSport 1.5 TDCi Titanium,Chennai,2015,80000,Diesel,Manual,First,22.77 kmpl,0CC,98.59 bhp,5,7
326,Maruti Wagon R LX,Pune,2004,94000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,1
327,Hyundai EON Magna Plus,Hyderabad,2015,19000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,3
328,Ford Figo Diesel EXI,,2012,41284,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,2.5
329,Hyundai Elantra SX,Mumbai,2014,55619,Petrol,Manual,First,16.3 kmpl,1797 CC,147.5 bhp,5,8.3
330,Mercedes-Benz New C-Class C250 Avantgarde,Delhi,2011,64000,Petrol,Automatic,,11.74 kmpl,1796 CC,186 bhp,5,12.5
331,Maruti Ertiga VDI,Pune,2014,,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,7.25
332,Audi Q7 3.0 TDI quattro,Coimbatore,,91743,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,28.55
333,Hyundai Creta 1.6 SX,Chennai,2016,69434,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5,8
334,BMW 7 Series 730Ld Sedan,Coimbatore,2013,73525,Diesel,Automatic,,16.46 kmpl,2993 CC,258 bhp,5,34.54
335,Chevrolet Beat Diesel LT,Coimbatore,2013,75421,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5,3.63
336,Hyundai Verna SX CRDi AT,Bangalore,2012,,Diesel,Automatic,Second,19.08 kmpl,1582 CC,126.32 bhp,5,6.5
337,Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2016,60000,Diesel,Automatic,Second,17.9 kmpl,2143 CC,,5,17.55
338,Maruti Ciaz Alpha,Mumbai,,19416,Petrol,Manual,First,21.56 kmpl,1462 CC,103.25 bhp,5,8.25
339,Hyundai i20 1.2 Asta,Delhi,2017,9000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,6.85
340,Maruti Zen LXi BSII,Chennai,2004,29000,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5,1.6
341,Maruti Ritz VXI ABS,Coimbatore,,30232,Petrol,Manual,First,21.1 kmpl,1197 CC,85.80 bhp,5,5.81
342,Ford Ecosport 1.5 DV5 MT Titanium,Mumbai,2015,44000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,7.35
343,Hyundai i10 Magna 1.2,Mumbai,2012,51000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,2.85
344,Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,20000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,3.5
345,Tata Safari DICOR 2.2 LX 4x2,Bangalore,2012,90000,Diesel,Manual,Second,13.93 kmpl,2179 CC,138.03 bhp,7,4.6
346,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,,31184,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,5
347,Nissan X-Trail SLX MT,Pune,2011,98000,Diesel,Manual,First,14.42 kmpl,1995 CC,147.6 bhp,5,8
348,Honda Brio S MT,Kochi,2015,49133,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,4.51
349,Hyundai Verna 1.6 SX CRDI (O) AT,Jaipur,2014,97000,Diesel,Automatic,,22.32 kmpl,1582 CC,126.32 bhp,5,8
350,Renault Duster 85PS Diesel RxL,Coimbatore,2015,65668,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,5.53
351,Mitsubishi Pajero Sport 4X4,Bangalore,2013,132000,Diesel,Manual,First,13.5 kmpl,2477 CC,175.56 bhp,7,12.49
352,Hyundai Grand i10 Asta,Kolkata,2015,15305,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,3.75
353,Tata Bolt Quadrajet XE,Hyderabad,2016,100303,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,3.7
354,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,30090,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5,11.44
355,Tata Indica Vista Quadrajet VX,Pune,2012,65000,Diesel,Manual,First,22.3 kmpl,1248 CC,74 bhp,5,2.5
356,Renault Duster 85PS Diesel RxL Optional,Kochi,2013,,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5,5.11
357,Maruti Swift VDI,Hyderabad,2012,,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,4.9
358,Mahindra Ssangyong Rexton RX7,Hyderabad,2013,61202,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,7,14.5
359,Honda Brio 1.2 S MT,Mumbai,2015,22000,,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5,3.95
360,Mercedes-Benz S-Class 280 AT,Kochi,2004,119859,Petrol,Automatic,First,13.0 kmpl,2987 CC,210 bhp,5,7.1
361,Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,9.25
362,Ford Figo Diesel EXI,Pune,2010,129986,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5,3.2
363,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Mumbai,2018,14000,Diesel,Manual,First,21.5 kmpl,1497 CC,108.5 bhp,5,9.9
364,Audi Q7 4.2 TDI Quattro Technology,Bangalore,2015,50000,Diesel,Automatic,First,11.33 kmpl,0CC,335.2 bhp,7,48
365,Fiat Avventura MULTIJET Emotion,Hyderabad,2015,57266,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5,6.5
366,Maruti Ertiga VDI,Delhi,2014,54569,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,5.99
367,Honda CR-V 2.4L 4WD MT,Mumbai,2008,75000,Petrol,Manual,Second,11.1 kmpl,2354 CC,158.8 bhp,5,3.9
368,Maruti Swift Dzire VDI,Kolkata,2014,57000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,3.89
369,Maruti Wagon R LX BSII,Delhi,2006,86000,Petrol,Manual,Second,18.9 kmpl,998 CC,,5,1
370,BMW X5 xDrive 30d,Coimbatore,2016,17738,Diesel,Automatic,First,15.3 kmpl,2993 CC,258 bhp,5,54.45
371,Chevrolet Cruze LTZ,Chennai,2011,,Diesel,Manual,Third,18.3 kmpl,1991 CC,147.9 bhp,5,4.2
372,Mahindra XUV500 W10 2WD,Ahmedabad,2015,73000,Diesel,Manual,First,16.0 kmpl,2179 CC,,7,12.5
373,Tata Tiago 1.2 Revotron XZ,Coimbatore,2019,,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5,6.94
374,Chevrolet Aveo U-VA 1.2 LS,Pune,2007,59000,Petrol,Manual,,15.26 kmpl,1150 CC,74.9 bhp,5,0.99
375,Hyundai Verna 1.6 CRDi AT S,Chennai,,33000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.2 bhp,5,8.7
376,Hyundai i20 Magna 1.4 CRDi (Diesel),Hyderabad,2017,14061,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5,7.4
377,Chevrolet Sail Hatchback LS ABS,Kolkata,2013,45000,Diesel,Manual,First,22.1 kmpl,1248 CC,76.9 bhp,5,3
378,Hyundai i20 Magna,Mumbai,2010,58000,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5,2.5
379,Honda Civic 2010-2013 1.8 S MT,Hyderabad,2011,55000,,Manual,First,14.8 kmpl,1799 CC,130.2 bhp,5,5
380,Maruti Swift Dzire ZDi,Chennai,2010,100000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,4.5
381,Chevrolet Optra Magnum 1.6 LS Petrol,Jaipur,,118000,Petrol,Manual,First,12.9 kmpl,1598 CC,102.5 bhp,5,1.35
382,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,32.52
383,Maruti A-Star Vxi,Hyderabad,2008,51366,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,2.25
384,Tata Indica V2 eLS,Hyderabad,,80103,Diesel,Manual,First,25.0 kmpl,1396 CC,69 bhp,5,1.8
385,Maruti Wagon R LXI CNG,Pune,2013,,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,5,3.25
386,Audi Q3 2.0 TDI,Hyderabad,2013,,Diesel,Automatic,First,17.32 kmpl,1968 CC,150 bhp,5,19
387,Mitsubishi Pajero 2.8 GLX Sports,Hyderabad,2008,85000,Diesel,Manual,First,9.5 kmpl,0CC,118.6 bhp,6,7.99
388,Maruti Swift Dzire VDI,Hyderabad,2015,59572,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,6.85
389,Toyota Innova 2.5 G3,Hyderabad,2007,162000,Diesel,Manual,Second,12.8 kmpl,0CC,102 bhp,8,4.8
390,Maruti Swift VDI BSIV,Kochi,2016,67906,,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,5.63
391,Hyundai Xcent 1.1 CRDi Base,Delhi,2015,54000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,3.7
392,Maruti Ritz VDi,Chennai,2009,83000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,2.95
393,Maruti Celerio ZXI MT,Kochi,2017,21799,Petrol,Manual,First,23.1 kmpl,998 CC,,5,5.11
394,Maruti Wagon R Stingray VXI,Kolkata,2014,23840,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,3
395,Hyundai Santro GLS I - Euro II,,2009,89000,Petrol,Manual,Second,0.0 kmpl,999 CC,null bhp,5,1.6
396,Honda Accord 2.4 Inspire M/T,Pune,2009,79000,Petrol,Manual,Third,9.8 kmpl,2354 CC,180 bhp,5,3.1
397,Mahindra Thar DI 4X4,,2018,2500,Diesel,Manual,First,18.06 kmpl,2523 CC,63 bhp,7,8.25
398,Hyundai Grand i10 SportZ Edition,Kochi,2018,40322,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,5.5
399,Mahindra XUV500 W8 4WD,,2017,14600,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,14.5
